,string_length,encryption_times,decryption_times
0,32,0.07456629999999898,0.07375780000000098
1,64,7.480000000015252e-05,2.2799999999989495e-05
2,128,7.330000000038694e-05,2.2699999998820886e-05
3,256,7.650000000047896e-05,2.2700000000597242e-05
4,512,7.719999999977745e-05,2.459999999970819e-05
5,1024,7.999999999874774e-05,2.469999999910044e-05
6,2048,8.599999999958641e-05,2.7999999998584713e-05
7,4096,8.320000000061611e-05,2.920000000017353e-05
8,8192,0.00010530000000130713,3.560000000035757e-05
9,16384,0.00011969999999905667,4.550000000058674e-05
10,32768,0.00016980000000010875,6.720000000015602e-05
11,65536,0.00022670000000069024,0.00012349999999905492
12,131072,0.0003764999999997798,0.00019069999999921095
13,262144,0.0006421000000003119,0.00036499999999861643
14,524288,0.0012825000000002973,0.0009551999999999339
15,1048576,0.002991500000000258,0.002801300000001561
16,2097152,0.006226200000000404,0.005366299999998603
17,4194304,0.012245399999999407,0.01084589999999963
18,8388608,0.024686200000001435,0.0227094000000001
19,16777216,0.0495347000000006,0.04394810000000149
20,33554432,0.09786940000000044,0.09154419999999952
21,67108864,0.19828550000000078,0.18728559999999916
22,134217728,0.3822927000000007,0.37935550000000084
23,268435456,0.7742845999999997,0.7347447999999996
24,536870912,1.5839505000000003,1.4452364000000006
25,1073741824,3.0584723999999994,2.775652100000002
