,string_length,encryption_times,decryption_times
0,32,0.07401979999985997,0.07529590000012831
1,64,0.000138699999979508,6.6100000140068e-05
2,128,0.00014469999996435945,6.800000005569018e-05
3,256,0.00015039999993859965,7.230000005620241e-05
4,512,0.0001594999998815183,7.920000007288763e-05
5,1024,0.0001669000000674714,9.379999983138987e-05
6,2048,0.00019560000009732903,0.00012280000009923242
7,4096,0.000251500000103988,0.00017779999984668393
8,8192,0.00036349999982121517,0.0002910000000611035
9,16384,0.0005862000000433909,0.0005135000001246226
10,32768,0.0010299999999006104,0.0009571999999025138
11,65536,0.0019225000000915315,0.0018474000000878732
12,131072,0.0036999999999807187,0.003636200000073586
13,262144,0.007267599999977392,0.007256599999891478
14,524288,0.014425399999936417,0.014330599999993865
15,1048576,0.02997489999984282,0.029662899999948422
16,2097152,0.05966539999985798,0.0593511000001854
17,4194304,0.11899170000015147,0.11915569999996478
18,8388608,0.2382450999998582,0.23776850000012928
19,16777216,0.4752473999999438,0.476574699999901
20,33554432,0.9536109000000579,0.9567016000000876
21,67108864,1.9103929000000335,1.9078412000001208
22,134217728,3.814915400000018,3.833344200000056
23,268435456,7.620181199999934,7.643040300000166
24,536870912,15.26127849999989,15.299077500000067
25,1073741824,30.49605140000017,30.78822090000017
