,string_length,encryption_times,decryption_times
0,32,0.07561620000001312,0.07730190000006587
1,64,0.00014370000008057104,7.399999981316796e-05
2,128,0.00014550000014423858,7.610000011482043e-05
3,256,0.00015080000002853922,8.069999989857024e-05
4,512,0.00016189999996640836,8.759999991525547e-05
5,1024,0.00017480000019531872,0.00010249999991174263
6,2048,0.00020789999985026952,0.00013029999990976648
7,4096,0.0002597000000150729,0.00018679999993764795
8,8192,0.000370599999996557,0.0002977999999984604
9,16384,0.0005992999999762105,0.0005229000000781525
10,32768,0.0010534000000461674,0.0009691000000202621
11,65536,0.0019569000000956294,0.0018658000001323671
12,131072,0.0037766000000374333,0.0036566000001130305
13,262144,0.007420800000090821,0.007206100000075821
14,524288,0.014731400000073336,0.014387800000122297
15,1048576,0.030385999999907654,0.029764600000135033
16,2097152,0.060665799999924275,0.05977770000004057
17,4194304,0.12367470000003777,0.12016399999993155
18,8388608,0.24279459999979736,0.23846549999984745
19,16777216,0.4864231000001382,0.47743720000016765
20,33554432,0.9728772999999364,0.9568752000000131
21,67108864,1.9442940000001272,1.9133735000000343
22,134217728,3.8908743999998023,3.8316345999999157
23,268435456,7.784711199999947,7.6592480000001615
24,536870912,15.584120899999789,15.349345500000027
25,1073741824,31.144411600000012,30.683095200000025
