,string_length,encryption_times,decryption_times
0,32,0.001065899999999953,0.004007899999999953
1,64,0.0009140999999996957,0.0041733000000001574
2,128,0.0009071000000000495,0.003909500000000232
3,256,0.0016939999999996402,0.007929999999999993
4,512,0.003305199999999786,0.01629809999999976
5,1024,0.006807900000000089,0.03212750000000009
6,2048,0.013412399999999991,0.06404949999999987
7,4096,0.025654499999999913,0.12925219999999982
8,8192,0.058152000000000204,0.25662549999999973
9,16384,0.10249530000000018,0.5033541000000001
10,32768,0.19945220000000008,1.0272790999999994
11,65536,0.39783219999999986,2.0200595000000003
12,131072,0.7985151000000004,4.065829900000001
13,262144,1.595053,8.102833500000001
14,524288,3.236671300000001,16.084131499999998
15,1048576,6.417870400000005,32.2993372
