,string_length,encryption_times,decryption_times
0,32,0.07616289999998571,0.07613580000000297
1,64,7.299999998622297e-05,2.3200000015322075e-05
2,128,7.29000000205815e-05,2.2700000016584454e-05
3,256,7.510000000365835e-05,2.2999999998774e-05
4,512,7.389999998963503e-05,2.3999999996249244e-05
5,1024,7.750000000328328e-05,2.5700000009010182e-05
6,2048,8.239999999659631e-05,2.8000000014571924e-05
7,4096,8.789999998271014e-05,3.139999998325038e-05
8,8192,0.00010079999998424682,3.849999998806197e-05
9,16384,0.00011680000000069413,5.609999999478532e-05
10,32768,0.00015049999998950625,7.629999998925996e-05
11,65536,0.00021470000001500011,0.00014330000001905319
12,131072,0.0003681000000028689,0.0002269000000012511
13,262144,0.0006253999999898952,0.0004983999999979005
14,524288,0.0013624000000049818,0.0009731000000101631
15,1048576,0.0036776000000031672,0.0029114000000163287
16,2097152,0.006630099999995309,0.005795900000009624
17,4194304,0.012802499999992278,0.012315499999999702
18,8388608,0.025274899999999434,0.024585000000001855
19,16777216,0.050273699999991095,0.0492069000000015
20,33554432,0.10104499999999916,0.0963463999999874
21,67108864,0.19566979999999035,0.19733610000000112
22,134217728,0.39901820000000043,0.3843078000000162
23,268435456,0.7935693999999955,0.7876290000000097
24,536870912,1.582678900000019,1.5647673999999938
25,1073741824,3.1730143000000055,3.1485780000000148
