,string_length,encryption_times,decryption_times
0,32,0.07452609999999993,0.07549720000000093
1,64,8.689999999944575e-05,2.800000000036107e-05
2,128,7.940000000417058e-05,2.759999999568663e-05
3,256,8.359999999640877e-05,2.7500000001623448e-05
4,512,8.59999999960337e-05,2.980000000718519e-05
5,1024,9.129999999402116e-05,3.0100000003585592e-05
6,2048,9.059999999294632e-05,3.0899999998723615e-05
7,4096,9.000000000014552e-05,3.370000000302298e-05
8,8192,0.00010160000000780656,3.949999999974807e-05
9,16384,0.00011859999999330739,5.079999999679785e-05
10,32768,0.0001603999999986172,6.540000001109547e-05
11,65536,0.0002039000000024771,0.0001188999999897078
12,131072,0.0003188000000022839,0.0001694000000043161
13,262144,0.000515300000003549,0.00037040000000843065
14,524288,0.0011089000000055194,0.0007221999999984519
15,1048576,0.0026538999999985435,0.002424200000007204
16,2097152,0.005458800000013753,0.004768900000001963
17,4194304,0.010366700000005835,0.010108500000001186
18,8388608,0.021333699999999567,0.020605000000003315
19,16777216,0.04228080000000034,0.0408548000000053
20,33554432,0.08466640000000325,0.08288050000000169
21,67108864,0.1643100000000004,0.16106849999999895
22,134217728,0.32589639999999065,0.31848480000000734
23,268435456,0.6500427999999943,0.6402479999999997
24,536870912,1.306090399999988,1.2891958999999957
25,1073741824,2.6132109999999926,2.5750244000000038
