,string_length,encryption_times,decryption_times
0,32,0.07361369999995304,0.07461680000000115
1,64,7.629999998925996e-05,2.2400000034394907e-05
2,128,7.139999996752522e-05,2.2400000034394907e-05
3,256,6.969999998318599e-05,2.2400000034394907e-05
4,512,6.76999999882355e-05,2.2999999998774e-05
5,1024,7.34999999849606e-05,2.469999998311323e-05
6,2048,7.719999996425031e-05,2.6400000024295878e-05
7,4096,7.920000001604421e-05,3.0700000024808105e-05
8,8192,9.619999997312334e-05,3.890000004957983e-05
9,16384,0.00010320000001229346,4.799999999249849e-05
10,32768,0.0001302999999666099,7.060000001501976e-05
11,65536,0.00019459999998616695,0.00011829999999690699
12,131072,0.0003466000000003078,0.0003087000000050466
13,262144,0.0005337000000054104,0.0004647000000090884
14,524288,0.0013447000000041953,0.0009019999999964057
15,1048576,0.003243399999973917,0.002756099999999151
16,2097152,0.006560899999954017,0.0055197000000362095
17,4194304,0.012949300000002495,0.011502899999982219
18,8388608,0.02568780000001425,0.023865300000011302
19,16777216,0.05169589999997015,0.04653230000002395
20,33554432,0.1041926999999987,0.08987709999996696
21,67108864,0.2025891000000115,0.18754730000000563
22,134217728,0.40946340000004966,0.36723910000000615
23,268435456,0.8129327999999987,0.7324737000000141
24,536870912,1.6230446000000143,1.473544899999979
25,1073741824,3.239384600000051,2.97720240000001
