,string_length,encryption_times,decryption_times
0,32,0.061884700000064186,0.06326269999999568
1,64,6.800000005569018e-05,1.2599999990925426e-05
2,128,6.610000002638117e-05,1.3200000012147939e-05
3,256,6.689999997888663e-05,1.2700000070253736e-05
4,512,7.400000004054164e-05,1.499999996212864e-05
5,1024,6.940000002941815e-05,1.629999997021514e-05
6,2048,8.040000000164582e-05,2.1899999978813867e-05
7,4096,9.180000006381306e-05,2.7899999963665323e-05
8,8192,0.00012149999997745908,4.68000000637403e-05
9,16384,0.00013599999999769352,7.47999999930471e-05
10,32768,0.00019469999995180842,0.00013509999996585975
11,65536,0.00031209999997372506,0.0002545000000964137
12,131072,0.0005762000000686385,0.0004721999999901527
13,262144,0.0010899000000108572,0.0008582000000387779
14,524288,0.0021999000000505475,0.001970700000015313
15,1048576,0.004804000000035558,0.004783800000041083
16,2097152,0.0093782999999803,0.009251299999959883
17,4194304,0.01871999999991658,0.018512199999918266
18,8388608,0.03728369999998904,0.03734020000001692
19,16777216,0.07379579999997077,0.07624699999996665
20,33554432,0.14877249999995001,0.15124570000000404
21,67108864,0.2993662000000086,0.3058972999999696
22,134217728,0.5954789999999548,0.6057327999999416
23,268435456,1.1962643000000526,1.2089807999999493
24,536870912,2.3779296999999815,2.454374600000051
25,1073741824,4.744066099999941,4.890258600000038
