,string_length,encryption_times,decryption_times
0,32,0.002422499999994443,0.017965699999990647
1,64,0.002373099999999795,0.01795640000000276
2,128,0.002361799999988534,0.0179095000000018
3,256,0.002307500000000573,0.017996199999998908
4,512,0.004535099999998238,0.03597700000000259
5,1024,0.006693299999994906,0.05392980000002012
6,2048,0.010934100000014269,0.0895960999999943
7,4096,0.019470000000012533,0.16161890000000767
8,8192,0.0365423000000078,0.30593039999999405
9,16384,0.0705684000000133,0.5933628000000226
10,32768,0.14108740000000353,1.1833589999999958
11,65536,0.2797155000000089,2.362362399999995
12,131072,0.5619532000000049,4.721913999999998
13,262144,1.1230732999999873,9.475865099999993
14,524288,2.2395137999999974,18.903723500000012
15,1048576,4.465886900000015,37.8725378
