,string_length,encryption_times,decryption_times
0,32,0.002413399999994681,0.01801269999998567
1,64,0.0024226999999825694,0.017829699999992954
2,128,0.0023282999999878484,0.01819910000000391
3,256,0.0023104999999929987,0.018322100000006003
4,512,0.004581599999994523,0.03613350000000537
5,1024,0.006754200000017363,0.054185899999993126
6,2048,0.01106580000001145,0.09013720000001513
7,4096,0.019683700000001636,0.1621270999999922
8,8192,0.03684549999999831,0.3060925999999995
9,16384,0.07177200000000994,0.5941983000000164
10,32768,0.14249239999998053,1.1876556999999934
11,65536,0.281565100000023,2.362626799999987
12,131072,0.5688670000000116,4.755549400000007
13,262144,1.1470560000000205,9.493485899999996
14,524288,2.2646046999999783,18.950835099999978
15,1048576,4.540330100000006,37.963612299999966
